station=859340 
Lat = 53 S 
Lon = 70.85 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
8.5934e+05,304,1968,10.8,9,8.4,6.6,5.2,3.4,1.9,2.9,3.5,5.6,8,9.2
8.5934e+05,304,1969,9.9,9.5,8.8,6.3,2.4,1.9,0.5,3,3.6,4.9,8.2,9.6
8.5934e+05,304,1970,10.6,9.8,7.3,5.9,2.4,2,1.1,1.5,4.3,6,8.9,8.8
8.5934e+05,304,1971,8.75,8.3,7.6,5.5,2.5,1,0.5,2.8,3.8,6.8,7.5,7.85
8.5934e+05,304,1972,10.1,8.95,7.1,6.6,1.9,1.45,0.85,0.75,3.2,5.05,9.1,10.2
8.5934e+05,304,1973,9.5,10.2,8.6,4.45,3.1,0.4,-0.9,2.7,4.1,6.6,7.7,9.85
8.5934e+05,304,1974,9.9,10.05,8.7,6.4,2.1,1.7,0.75,1.6,4.3,6.5,8.2,9.5
8.5934e+05,304,1975,11.3,9.6,8.65,5.4,4.6,2.1,0.5,1.45,4.1,6.35,8,8.45
8.5934e+05,304,1976,8.5,10.6,6.6,5.75,4.6,0.65,1.4,2.3,3.6,6,7.5,8.2
8.5934e+05,304,1977,10,9.9,8.3,6,3.6,1.3,0.5,1.4,1.7,6.3,8,11.1
8.5934e+05,304,1978,10.9,10,10.4,6.9,3.1,2.2,0.9,2.6,5,5.9,8,NaN
8.5934e+05,304,1979,11.8,10.6,9,7.8,2.6,3.1,2.3,1.6,3.6,5.6,7,10.6
8.5934e+05,304,1980,10.6,9.1,8.2,5.3,3.9,1.9,1,2.2,4.8,6.9,7.2,9.6
8.5934e+05,304,1981,10.6,10.2,7.9,6.6,3.3,1.2,1.75,2.6,3.8,7.5,8.2,10.1
8.5934e+05,304,1982,12,10.8,7.4,7.1,5,0.7,0.2,1.6,3.7,5.6,7.8,10.3
8.5934e+05,304,1983,11.2,9.4,8.9,6.7,3.8,1.8,2.45,3.25,4.3,6.7,8.8,10.8
8.5934e+05,304,1984,10.05,9.55,8.25,6.3,0.8,0.2,-0.7,1.3,4.5,6.4,8.95,11.2
8.5934e+05,304,1985,12.15,11.45,7.2,5.85,2.8,2.25,2.3,3.6,4.55,6.4,9.2,10.3
8.5934e+05,304,1986,10.35,8.7,7.5,4.65,2.4,0.6,1.45,3,3.7,6.6,7.5,9.8
8.5934e+05,304,1987,10.25,10.15,8.3,6.65,5.15,2.8,1.5,1.45,3.45,6.85,9.4,10.5
8.5934e+05,304,1988,10.25,11.05,9.6,5.9,5.2,2.4,1.4,1.8,4.9,5.55,8.6,9.15
8.5934e+05,304,1989,10.5,10.8,8.6,6,4.6,1.3,2.2,2.1,3.5,7.3,9,9.8
8.5934e+05,304,1990,10.3,12,8.9,4.9,4.7,1.8,2.1,2,4,6.7,7.1,9.4
8.5934e+05,304,1991,10.9,10.2,8.1,6.2,NaN,1.1,0.4,1.5,3.6,5.7,8,NaN
